,Client 1,Client 2,Client 3,Client 4,Client 5,Client 6,Client 7,Client 8,Client 9,Client 10,Client 11,Client 12,Client 13,Client 14,Client 15,Client 16,Client 17,Client 18,Client 19,Client 20
1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1
2,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,0,1
3,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1
4,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0
5,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1
6,0,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1
7,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
8,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,1,1,1
9,1,0,1,0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,1
10,1,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,0,1,1,1
11,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,0,1
12,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,1,1,0,1
13,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1
14,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,1,0,1,0
15,1,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1
16,1,1,1,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,1
17,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,0,1,1,0,1
18,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,1,0,1,1
19,0,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0
20,0,0,1,1,1,1,0,1,0,0,0,1,1,1,0,1,1,0,1,1
21,0,1,0,1,0,0,0,1,1,0,0,1,1,1,0,1,1,0,1,0
22,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,0,0,1
23,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0
24,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1
25,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1
26,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1
27,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0
28,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0
29,0,1,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,1,0
30,1,1,1,0,1,1,0,0,1,0,1,1,1,0,1,1,0,0,0,1
31,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,1
32,1,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1
33,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0
34,1,0,1,0,1,1,1,1,0,0,1,1,0,0,1,1,0,1,1,0
35,0,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0
36,1,0,1,0,1,0,1,1,0,0,1,1,0,1,1,0,0,1,1,1
37,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1
38,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1
39,1,1,0,1,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1
40,1,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0,1,1
41,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1
42,1,0,1,1,1,0,1,1,0,0,1,1,0,0,1,1,1,1,0,0
43,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1
44,1,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0
45,1,1,1,0,1,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1
46,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1
47,0,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1
48,1,0,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1
49,1,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1
50,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0
