,Client 1,Client 2,Client 3,Client 4,Client 5,Client 6,Client 7,Client 8,Client 9,Client 10,Client 11,Client 12,Client 13,Client 14,Client 15,Client 16,Client 17,Client 18,Client 19,Client 20
1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2,0.8873914929706093,0.6144590529051124,0.6092444389078123,0.5,0.5,0.5,0.9922581033355617,0.5,0.5,0.9398984221738073,0.7328525105270917,0.9446299407084825,0.5,0.5,0.5,0.7707967348437967,0.7577084125215485,0.5,0.5,0.7604769142118225
3,0.8873914929706093,0.6144590529051124,0.6092444389078123,0.9060287772030491,0.817887135684265,0.5,0.9922581033355617,0.7746692236459021,0.5,0.9398984221738073,0.7328525105270917,0.9446299407084825,0.9321024923595276,0.5,0.5,0.7707967348437967,0.7577084125215485,0.7662599808528066,0.5,0.7604769142118225
4,0.8873914929706093,0.6144590529051124,0.6092444389078123,0.9060287772030491,0.817887135684265,1.0,0.9922581033355617,0.7746692236459021,0.6144590529051124,0.9398984221738073,0.7328525105270917,0.9446299407084825,0.9321024923595276,0.5,0.7219554430624012,0.7707967348437967,0.7577084125215485,0.7662599808528066,0.5,0.7604769142118225
5,0.6715075037343007,0.6144590529051124,0.6092444389078123,0.6351161595325725,0.468728317502096,0.9105103613800342,0.6780047153520242,0.7314210761944453,0.6144590529051124,0.9398984221738073,0.718146938549754,0.8115082225928529,0.9321024923595276,0.9564235162068037,0.9343788489187518,0.7707967348437967,0.9913669603257923,0.8446514948478842,0.5,0.7604769142118225
6,0.6715075037343007,0.8725252928694238,0.6092444389078123,0.6351161595325725,0.4615356978289617,0.8864454280147502,0.672755672907767,0.7314210761944453,1.0,0.715545032256701,0.718146938549754,0.8115082225928529,0.9542066659691884,0.9564235162068037,0.9407423579969697,0.8944285574381484,0.9913669603257923,0.8446514948478842,0.5,0.7604769142118225
7,0.6715075037343007,0.5739604398298066,0.6092444389078123,0.6351161595325725,0.4615356978289617,0.898397321348071,0.9693901826153383,0.7314210761944453,0.5413786357843794,0.905585526648207,0.718146938549754,0.7812692462476505,0.8999025943634562,0.8879748298207697,0.6745798958592739,0.7901462768570382,0.7577084125215485,0.7088184542277387,0.5,0.6437298100815151
8,0.6895738947920256,0.8391845140289391,0.6092444389078123,0.6351161595325725,0.47603302769825095,0.7059475855226344,0.6780047153520242,0.7408182206817179,0.8391845140289391,0.6560701214438237,0.6577575247969796,0.7812692462476505,0.8999025943634562,0.8748845306215317,0.7368065794969145,0.8944285574381484,0.9493069172962532,0.6685812142077141,0.6435999341997642,0.6437298100815151
9,0.4276040954472767,0.8391845140289391,0.8290291181804004,0.6351161595325725,0.47603302769825095,0.863016534657839,0.5670218085440774,0.619573832480252,0.8391845140289391,0.6560701214438237,0.7478592100809353,0.6711690896790518,0.6112877386354506,0.8879748298207697,0.9343788489187518,0.8000024443608872,0.9493069172962532,0.7662599808528066,0.6435999341997642,0.6437298100815151
10,0.4276040954472767,0.6204732862287333,0.6092444389078123,0.6351161595325725,0.47603302769825095,0.8402068706709285,0.761838471527842,0.6994599032672473,0.8391845140289391,0.6560701214438237,0.6273716214634897,0.6711690896790518,0.663546562885513,0.7654229419208578,0.9343788489187518,0.6015386661183583,0.7069319925838443,0.6430335096517867,0.6435999341997642,0.6437298100815151
