Round,Client 1,Client 2,Client 3,Client 4,Client 5,Client 6,Client 7,Client 8,Client 9,Client 10,Client 11,Client 12,Client 13,Client 14,Client 15,Client 16,Client 17,Client 18,Client 19,Client 20
1,,,,,,,0.25906735751295334,0.2127659574468085,0.0,0.2231404958677686,0.22072072072072071,,,,,,,,,
2,,,,,,,0.25906735751295334,0.20425531914893616,0.35064935064935066,0.04132231404958678,0.22072072072072071,,,,,,,,,
3,,0.35064935064935066,,,,,0.25906735751295334,0.17872340425531916,0.33116883116883117,0.04132231404958678,0.22072072072072071,,,,,,,0.18181818181818182,,
4,,0.38311688311688313,,,,,0.25906735751295334,0.251063829787234,0.33116883116883117,0.04132231404958678,0.22072072072072071,,,,,,,0.18181818181818182,,
5,,0.38311688311688313,,,0.4020618556701031,,0.25906735751295334,0.26382978723404255,0.33116883116883117,0.10743801652892562,0.26126126126126126,0.22784810126582278,0.0703125,,,0.1487603305785124,0.19653179190751446,0.18181818181818182,,
6,,0.38311688311688313,,,0.4020618556701031,0.25892857142857145,0.25906735751295334,0.26382978723404255,0.33116883116883117,0.5371900826446281,0.0945945945945946,0.22784810126582278,0.1640625,,0.27601809954751133,0.1487603305785124,0.19653179190751446,0.18181818181818182,,
7,,0.38311688311688313,,,0.4020618556701031,0.25892857142857145,0.25906735751295334,0.2765957446808511,0.33116883116883117,0.5371900826446281,0.0945945945945946,0.4050632911392405,0.1640625,,0.19004524886877827,0.18181818181818182,0.18497109826589594,0.18181818181818182,,
8,0.1415929203539823,0.38311688311688313,,,0.4020618556701031,0.25892857142857145,0.24870466321243523,0.2765957446808511,0.33116883116883117,0.49586776859504134,0.12612612612612611,0.4050632911392405,0.2265625,,0.24434389140271492,0.18181818181818182,0.18497109826589594,0.2813852813852814,,
9,0.1415929203539823,0.38311688311688313,,,0.4020618556701031,0.25892857142857145,0.24870466321243523,0.3574468085106383,0.33116883116883117,0.49586776859504134,0.22972972972972974,0.4936708860759494,0.2265625,,0.24434389140271492,0.18181818181818182,0.18497109826589594,0.2813852813852814,,
10,0.5398230088495575,0.38311688311688313,,,0.4020618556701031,0.25892857142857145,0.24870466321243523,0.4425531914893617,0.33116883116883117,0.49586776859504134,0.22972972972972974,0.4936708860759494,0.2265625,,0.24434389140271492,0.18181818181818182,0.18497109826589594,0.2597402597402597,,
11,0.5398230088495575,0.38311688311688313,0.5,,0.4020618556701031,0.25892857142857145,0.24870466321243523,0.2127659574468085,0.33116883116883117,0.38016528925619836,0.22972972972972974,0.4936708860759494,0.3046875,,0.3755656108597285,0.18181818181818182,0.18497109826589594,0.2597402597402597,,
12,0.5398230088495575,0.38311688311688313,0.5,,0.4020618556701031,0.25892857142857145,0.24870466321243523,0.2127659574468085,0.33116883116883117,0.38016528925619836,0.34684684684684686,0.4936708860759494,0.25,0.25742574257425743,0.3755656108597285,0.47107438016528924,0.18497109826589594,0.3116883116883117,,
