,Client 1,Client 2,Client 3,Client 4,Client 5,Client 6,Client 7,Client 8,Client 9,Client 10,Client 11,Client 12,Client 13,Client 14,Client 15,Client 16,Client 17,Client 18,Client 19,Client 20
1,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1
2,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1
3,1,0,1,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1,1
4,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1
5,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
6,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1,1,0
7,1,0,1,1,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0
8,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0,1
9,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,1,1,1
10,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0
11,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0
12,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1
13,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0
14,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,1
15,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1
16,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,0
17,1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1
18,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1
19,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1
20,0,0,1,0,0,0,1,0,1,1,1,0,1,0,1,1,1,0,1,0
21,0,1,0,0,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1
22,0,1,0,1,0,0,1,1,0,0,0,1,0,1,1,0,1,1,1,0
23,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,1
24,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0
25,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1
26,1,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1
27,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0
28,1,0,1,1,0,0,0,1,0,0,1,0,1,1,1,0,1,1,1,1
29,1,1,0,0,1,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1
30,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0
31,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0
32,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0
33,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0
34,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0
35,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0
36,0,0,1,0,1,0,0,1,1,1,0,1,0,1,1,1,0,1,0,0
37,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1
38,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1
39,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,1
40,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1
41,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,1,1,1
42,0,1,1,1,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,1
43,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
44,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1
45,0,1,1,0,0,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1
46,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0
47,1,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,1,0
48,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0
49,0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1
50,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1
