,Client 1,Client 2,Client 3,Client 4,Client 5,Client 6,Client 7,Client 8,Client 9,Client 10,Client 11,Client 12,Client 13,Client 14,Client 15,Client 16,Client 17,Client 18,Client 19,Client 20
1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1
2,1,1,1,0,1,1,1,0,0,1,1,1,0,1,0,1,0,1,0,1
3,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1
4,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,1
5,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1
6,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,1,1
7,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
8,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0
9,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,1,0,1
10,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1
11,1,0,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1,0,1,1
12,0,0,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1
13,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1
14,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1
15,1,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1
16,0,0,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1
17,1,0,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,0,0
18,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1
19,0,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1
20,1,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0
21,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1
22,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
23,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1
24,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1
25,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1
26,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1
27,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1
28,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,0,1,1,1
29,1,0,0,0,1,1,0,1,1,0,0,1,0,1,1,1,1,0,1,1
30,1,1,0,1,0,1,1,1,0,1,1,1,0,0,0,1,0,1,1,1
31,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1
32,1,0,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1
33,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1
34,1,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1
35,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,0
36,1,1,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,0,0,1
37,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
38,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
39,1,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1
40,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1
41,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,1,1
42,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1
43,0,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1
44,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1
45,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,1,1,1,0,1
46,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1
47,1,0,1,0,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,1
48,1,1,0,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1
49,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,1,1,1,1,1
50,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1
