,Client 1,Client 2,Client 3,Client 4,Client 5,Client 6,Client 7,Client 8,Client 9,Client 10,Client 11,Client 12,Client 13,Client 14,Client 15,Client 16,Client 17,Client 18,Client 19,Client 20
1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2,0.5,0.8607079764250578,0.8607079764250578,0.5,0.5,0.5,0.5,0.8607079764250578,0.5,0.5,0.5,0.8607079764250578,0.8607079764250578,0.8607079764250578,0.8607079764250578,0.8607079764250578,0.5,0.8607079764250578,0.5,0.8607079764250578
3,0.5,0.8428215734716199,0.8478937040879159,0.8581297218113938,0.5,0.5,0.850441204540233,0.8478937040879159,0.8428215734716199,0.850441204540233,0.5,0.8453538346846587,0.850441204540233,0.5,0.8478937040879159,0.8529963589691315,0.8684893116976679,0.8478937040879159,0.8402968976584314,0.8555591903710185
4,0.5,0.7475156780180909,0.7124824490891918,0.7189237334319262,0.7254232509901412,0.7232502423798424,0.7124824490891918,0.7475156780180909,0.5,0.5,0.7103482047091773,0.7408182206817179,0.7276027884145955,0.5,0.5,0.716770194155699,0.7297888742690568,0.7452764914432886,0.5,0.5
5,0.5,0.5,0.6955864334990951,0.7565399032150474,0.7475156780180909,0.7082203534678,0.5,0.7679735396567061,0.5,0.5,0.5,0.5,0.5,0.7656730714653739,0.5,0.754273684533089,0.5,0.5,0.5,0.5
6,0.6790910949266368,0.6914254104503085,0.6492093766851474,0.6770568744981647,0.699772497734611,0.5,0.5,0.6852305006658703,0.6357181336264143,0.5,0.6790910949266368,0.5,0.5,0.6852305006658703,0.5,0.699772497734611,0.5,0.6689807456903467,0.6770568744981647,0.5
7,0.6300223399419123,0.6531163421206756,0.5,0.6357181336264143,0.5,0.5,0.6531163421206756,0.6730066959373864,0.6150818073135287,0.5,0.6649788788224019,0.6395439082748009,0.6590209199441206,0.5,0.5,0.6872892787909722,0.5,0.6376281516217733,0.6453257828572946,0.5
8,0.6243775784114113,0.6281351051896409,0.6095709072963093,0.6187833918061408,0.6225072525676868,0.6041093828558647,0.5,0.5,0.593332695123052,0.5,0.5,0.6225072525676868,0.6262535236575559,0.6206425292934373,0.6169298233735474,0.5,0.6169298233735474,0.5,0.6225072525676868,0.5
9,0.5,0.5,0.5,0.6059244322171875,0.6022997704830654,0.5740722611964361,0.6022997704830654,0.6132393269939275,0.5,0.579262231380782,0.5,0.5897833576128504,0.5,0.5844991221225825,0.5810026273636019,0.5,0.5827482523739896,0.5880166589130854,0.5986967916057292,0.5775270487619547
10,0.5897833576128504,0.5672245624268841,0.5537732345210501,0.5,0.5,0.5587796888828462,0.5775270487619547,0.5,0.5655254386995371,0.5,0.5,0.5521144043069306,0.596903392674358,0.5638314047049557,0.5,0.596903392674358,0.5587796888828462,0.579262231380782,0.5757970638904645,0.5
11,0.5604585449744904,0.5,0.5604585449744904,0.5,0.5672245624268841,0.5587796888828462,0.5554370486980182,0.5740722611964361,0.5621424451968224,0.5554370486980182,0.5341919754714841,0.5521144043069306,0.5740722611964361,0.5554370486980182,0.5,0.5775270487619547,0.5341919754714841,0.5571058618121739,0.5,0.5571058618121739
12,0.5,0.5471676683703055,0.5374067620396636,0.5521144043069306,0.5,0.5,0.5471676683703055,0.5,0.5455286251592933,0.539021403076357,0.5106861833661879,0.5,0.5621424451968224,0.5,0.5,0.5504605431261766,0.5,0.5,0.5438944917095899,0.5
13,0.5,0.5,0.5,0.535796957667456,0.5554370486980182,0.5,0.5,0.5587796888828462,0.5,0.539021403076357,0.5153031039951417,0.5215239919201575,0.5554370486980182,0.5,0.5,0.5341919754714841,0.5,0.5246625421065929,0.5246625421065929,0.5309964198721143
14,0.5,0.5,0.5374067620396636,0.5278199802012077,0.5,0.5076312402601327,0.5,0.5521144043069306,0.5,0.5,0.5015760690660555,0.5,0.5422652533139832,0.5,0.5455286251592933,0.5294058177086945,0.5,0.5,0.5,0.5
15,0.5,0.5,0.5230909131025008,0.5168513344916992,0.5,0.4970821374706377,0.5,0.5,0.5184042166537559,0.5153031039951417,0.4955931256926514,0.5,0.5278199802012077,0.512220542303924,0.5,0.5246625421065929,0.5,0.5030830566243506,0.5,0.5
16,0.5,0.5,0.5,0.5168513344916992,0.5,0.4970821374706377,0.5045945719335512,0.535796957667456,0.5,0.5,0.5,0.5,0.5230909131025008,0.5,0.5091564206075492,0.5,0.5,0.5000735956957676,0.5137595112299983,0.5045945719335512
