,Client 1,Client 2,Client 3,Client 4,Client 5,Client 6,Client 7,Client 8,Client 9,Client 10,Client 11,Client 12,Client 13,Client 14,Client 15,Client 16,Client 17,Client 18,Client 19,Client 20
1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2,0.5,0.8277865066947336,0.5,0.8228346580560184,0.5,0.5,0.8203698531378311,0.8253068684916823,0.5,0.8179124315538594,0.5,0.8203698531378311,0.8402968976584314,0.5,0.5,0.8203698531378311,0.5,0.8428215734716199,0.8402968976584314,0.5
3,0.5,0.8253068684916823,0.5,0.8105842459701871,0.813019649987571,0.5,0.8203698531378311,0.8033217181536265,0.8105842459701871,0.8057353018734796,0.813019649987571,0.8009153643346592,0.8428215734716199,0.5,0.5,0.7961242598354538,0.8179124315538594,0.8277865066947336,0.8179124315538594,0.5
4,0.5,0.7633794943368531,0.5,0.7565399032150474,0.7588129307612413,0.5,0.7520142543193826,0.7520142543193826,0.7452764914432886,0.7475156780180909,0.813019649987571,0.7497615922390413,0.7656730714653739,0.7319815282283126,0.7497615922390413,0.7961242598354538,0.7889912880176098,0.7795799733847004,0.8179124315538594,0.7702809196150792
5,0.5,0.6935028012097558,0.5,0.6669768108584744,0.6669768108584744,0.6610009512659124,0.6730066959373864,0.7520142543193826,0.6511599291810326,0.6669768108584744,0.6831778896198997,0.6872892787909722,0.6872892787909722,0.6893542425242224,0.6531163421206756,0.7961242598354538,0.6770568744981647,0.7795799733847004,0.6730066959373864,0.6831778896198997
6,0.6492093766851474,0.6414654208273199,0.5,0.6319152448994959,0.6492093766851474,0.6376281516217733,0.6453257828572946,0.6531163421206756,0.6511599291810326,0.6669768108584744,0.6831778896198997,0.6872892787909722,0.6357181336264143,0.6395439082748009,0.6472646670780347,0.6610009512659124,0.6770568744981647,0.7795799733847004,0.6570468198150567,0.6531163421206756
7,0.6492093766851474,0.6357181336264143,0.5,0.6150818073135287,0.6319152448994959,0.6095709072963093,0.6453257828572946,0.6414654208273199,0.5862552523672196,0.6262535236575559,0.6150818073135287,0.6095709072963093,0.6041093828558647,0.6206425292934373,0.6169298233735474,0.6376281516217733,0.6095709072963093,0.6319152448994959,0.6262535236575559,0.6206425292934373
8,0.6225072525676868,0.6150818073135287,0.5897833576128504,0.6150818073135287,0.6041093828558647,0.6095709072963093,0.5844991221225825,0.6187833918061408,0.5672245624268841,0.596903392674358,0.6150818073135287,0.593332695123052,0.5757970638904645,0.5689287911791218,0.5810026273636019,0.6077449349024902,0.5915553643668151,0.6077449349024902,0.596903392674358,0.5862552523672196
9,0.5897833576128504,0.593332695123052,0.5897833576128504,0.6077449349024902,0.6041093828558647,0.5689287911791218,0.5689287911791218,0.6187833918061408,0.5672245624268841,0.596903392674358,0.5689287911791218,0.5655254386995371,0.5438944917095899,0.5571058618121739,0.5638314047049557,0.5810026273636019,0.5915553643668151,0.6077449349024902,0.596903392674358,0.5504605431261766
10,0.5757970638904645,0.593332695123052,0.5604585449744904,0.6077449349024902,0.5689287911791218,0.539021403076357,0.5689287911791218,0.5827482523739896,0.5672245624268841,0.5554370486980182,0.5689287911791218,0.5422652533139832,0.5438944917095899,0.5521144043069306,0.5638314047049557,0.5706381402943204,0.5422652533139832,0.6077449349024902,0.596903392674358,0.5504605431261766
