Client 1,Client 2,Client 3,Client 4,Client 5,Client 6,Client 7,Client 8,Client 9,Client 10,Client 11,Client 12,Client 13,Client 14,Client 15,Client 16,Client 17,Client 18,Client 19,Client 20
0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
0.2755289704553164,0.5,0.5,0.5,0.5,0.5,0.5032103588027316,0.5,0.5,0.5,0.5,0.5,0.5,0.4234908795679713,0.5,0.5,0.5,0.5,0.5,0.6092444389078123
0.2755289704553164,0.2962159094719497,0.5,0.5,0.5,0.2865047968601901,0.326122589232382,0.5,0.5,0.46336936923117533,0.28275968979620325,0.4274149319487267,0.5,0.24350413399210444,0.5,0.2814340490523206,0.5,0.5,0.27428762918087773,0.6092444389078123
0.2755289704553164,0.2962159094719497,0.2490981566252878,0.5,0.25140708069125695,0.2865047968601901,0.326122589232382,0.5,0.5,0.46336936923117533,0.28275968979620325,0.2592402606458915,0.23476916072970197,0.29000298073151565,0.5,0.2814340490523206,0.5,0.3086103886931242,0.27428762918087773,0.6092444389078123
0.2755289704553164,0.2962159094719497,0.2490981566252878,0.5,0.25140708069125695,0.2865047968601901,0.326122589232382,0.22776245554341082,0.26436229618044366,0.46336936923117533,0.24627270762551548,0.2592402606458915,0.2734571972160854,0.29000298073151565,0.5,0.2814340490523206,0.5,0.2677858814627587,0.27428762918087773,0.6092444389078123
0.2755289704553164,0.2962159094719497,0.2490981566252878,0.5,0.25140708069125695,0.23401245176225902,0.326122589232382,0.22776245554341082,0.26436229618044366,0.46336936923117533,0.24627270762551548,0.2592402606458915,0.2734571972160854,0.29000298073151565,0.5,0.2814340490523206,0.5,0.2677858814627587,0.27428762918087773,0.6092444389078123
0.2755289704553164,0.2962159094719497,0.2490981566252878,0.5,0.25140708069125695,0.23401245176225902,0.326122589232382,0.22776245554341082,0.24767145882017727,0.46336936923117533,0.24627270762551548,0.2496987719026135,0.2734571972160854,0.29000298073151565,0.5,0.2814340490523206,0.5,0.2677858814627587,0.27428762918087773,0.22918762546559288
0.2755289704553164,0.25074135398985803,0.2490981566252878,0.5,0.25140708069125695,0.23401245176225902,0.326122589232382,0.2324909197423405,0.24767145882017727,0.46336936923117533,0.24627270762551548,0.2496987719026135,0.2734571972160854,0.29000298073151565,0.5,0.2814340490523206,0.5,0.2677858814627587,0.24233573182874968,0.22918762546559288
0.2755289704553164,0.25074135398985803,0.2490981566252878,0.5,0.25140708069125695,0.23401245176225902,0.326122589232382,0.2422443820534307,0.24767145882017727,0.46336936923117533,0.24627270762551548,0.2496987719026135,0.22313016014842982,0.29000298073151565,0.5,0.23965103644177585,0.5,0.24197547064862396,0.23575689084410478,0.22918762546559288
0.2755289704553164,0.25074135398985803,0.2490981566252878,0.5,0.25140708069125695,0.23401245176225902,0.326122589232382,0.2422443820534307,0.25421746486071467,0.46336936923117533,0.24627270762551548,0.2496987719026135,0.22313016014842982,0.22972466717177148,0.5,0.23965103644177585,0.5,0.24197547064862396,0.23253475149455802,0.22918762546559288
