,Client 1,Client 2,Client 3,Client 4,Client 5,Client 6,Client 7,Client 8,Client 9,Client 10,Client 11,Client 12,Client 13,Client 14,Client 15,Client 16,Client 17,Client 18,Client 19,Client 20
1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2,0.35345468195878016,0.5,0.5,0.3584378482789939,0.348540793887764,0.36041468776984786,0.5,0.5,0.5,0.3609557154708356,0.3573641460927128,0.5,0.3518677092565612,0.3568285017072962,0.5,0.5,0.5,0.3582586741521189,0.3629464413839004,0.5
3,0.5,0.5,0.5,0.3318739668700649,0.3315422587848797,0.33588044526525135,0.3270965145841736,0.5,0.5,0.5,0.5,0.3377328772324501,0.3287360926865641,0.5,0.5,0.5,0.3293942227826566,0.5,0.33790178589471304,0.3338711963680944
4,0.5,0.5,0.31949936265070866,0.3182239177904191,0.31679512734993637,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.3193396529001482,0.5,0.3182239177904191,0.31981902181630384,0.5
5,0.3137998238588392,0.5,0.5,0.5,0.5,0.5,0.5,0.3122347407080105,0.5,0.31442805152481357,0.31427087679600785,0.5,0.5,0.30697161345069907,0.5,0.5,0.5,0.5,0.5,0.3114551287772019
6,0.30774000257052303,0.3010436524492484,0.3058990908131041,0.5,0.3049827687110593,0.5,0.3028553440035353,0.5,0.5,0.5,0.5,0.5,0.2993924573097967,0.5,0.30074275926846394,0.5,0.5,0.3086646087941154,0.5,0.5
7,0.30089316824720935,0.5,0.2989437052720013,0.2974527173217406,0.2974527173217406,0.5,0.29834641535047546,0.5,0.5,0.5,0.5,0.301194211912202,0.29449301333262756,0.5,0.5,0.2984956258576689,0.5,0.5,0.5,0.3004421668304639
8,0.5,0.5,0.5,0.29537781891739845,0.5,0.29039883724987425,0.5,0.5,0.2965616963694694,0.5,0.294935084322981,0.5,0.5,0.29039883724987425,0.29185446747913507,0.5,0.29611718729007014,0.2981972794298874,0.2952301669240142,0.2964134525853191
9,0.29156275889025945,0.2865047968601901,0.5,0.2917085767211244,0.2892395619970803,0.5,0.5,0.5,0.5,0.5,0.5,0.2882289930573573,0.28880602788595566,0.5,0.28851736621296137,0.28909497836500186,0.2922925776808594,0.5,0.5,0.5
10,0.5,0.5,0.2882289930573573,0.2880849145834487,0.5,0.5,0.5,0.5,0.2880849145834487,0.5,0.28909497836500186,0.28736560181259563,0.28722195492640357,0.2850758482244536,0.2850758482244536,0.28851736621296137,0.29039883724987425,0.2928777478112949,0.28707837984570167,0.5
11,0.289528946227077,0.2825216766033636,0.28464855500215114,0.5,0.5,0.5,0.5,0.28779697366332035,0.5,0.28422190223921745,0.5,0.5,0.5,0.28379588897568375,0.5,0.5,0.5,0.5,0.5,0.5
12,0.5,0.5,0.5,0.2855037828675348,0.5,0.5,0.5,0.5,0.285932359894248,0.5,0.5,0.5,0.2806912410655934,0.5,0.28097207269907304,0.2867914449572114,0.5,0.5,0.28664808507768946,0.2867914449572114
13,0.28450626629979,0.28238045107438636,0.5,0.5,0.2820982117664858,0.5,0.2855037828675348,0.28536106665812666,0.5,0.5,0.5,0.2826629727627614,0.5,0.5,0.2822392961405233,0.5,0.5,0.5,0.5,0.5
14,0.5,0.2801304195918764,0.5,0.5,0.5,0.27817635386387646,0.2806912410655934,0.28153457916343344,0.28195719791700274,0.5,0.2822392961405233,0.5,0.5,0.27999038939254756,0.5,0.2830872853768075,0.28393782240057086,0.28664808507768946,0.28379588897568375,0.28422190223921745
15,0.28379588897568375,0.5,0.5,0.2840798268099151,0.2774817815563575,0.27595982098597316,0.5,0.5,0.5,0.2820982117664858,0.5,0.27957071864021127,0.27971053895169634,0.5,0.27665058363197337,0.28393782240057086,0.2826629727627614,0.5,0.2808316217783798,0.5
16,0.5,0.5,0.5,0.28280433958790396,0.5,0.5,0.27957071864021127,0.5,0.5,0.5,0.2801304195918764,0.27971053895169634,0.27915167692210985,0.27957071864021127,0.5,0.5,0.28422190223921745,0.2850758482244536,0.5,0.5
17,0.283228864411305,0.5,0.5,0.5,0.2777594021250632,0.27678894351087663,0.5,0.2804106901233781,0.5,0.5,0.5,0.5,0.5,0.5,0.2783154768186487,0.5,0.5,0.5,0.27957071864021127,0.5
18,0.2829457771141329,0.5,0.5,0.5,0.5,0.5,0.27943096822140734,0.5,0.28153457916343344,0.2790121359717935,0.28111259386278603,0.5,0.2762359188328744,0.2773430753450219,0.27859393149960326,0.28195719791700274,0.2820982117664858,0.2822392961405233,0.5,0.5
19,0.2808316217783798,0.2762359188328744,0.5,0.27873326329539927,0.2738978643314456,0.5,0.5,0.27859393149960326,0.5,0.2778983165518384,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.27817635386387646,0.2783154768186487
20,0.5,0.5,0.2798504291908176,0.5,0.5,0.5,0.2772044384694566,0.5,0.27971053895169634,0.2783154768186487,0.5,0.5,0.27637407132753633,0.5,0.2755461915541236,0.5,0.27957071864021127,0.5,0.27943096822140734,0.27873326329539927
21,0.2801304195918764,0.5,0.5,0.5,0.2730774020472242,0.5,0.2760978353971936,0.27817635386387646,0.2798504291908176,0.5,0.5,0.5,0.5,0.5,0.5,0.27943096822140734,0.2798504291908176,0.5,0.27678894351087663,0.5
22,0.2792912876603469,0.5,0.5,0.5,0.5,0.27513318210132126,0.5,0.27678894351087663,0.2778983165518384,0.5,0.27873326329539927,0.2778983165518384,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.27637407132753633
23,0.5,0.27239556119829267,0.5,0.5,0.5,0.5,0.27651229291571755,0.5,0.5,0.5,0.27971053895169634,0.2741718991903702,0.5,0.27499564989618713,0.2748581864399669,0.27803730045319414,0.5,0.5,0.27568399909891583,0.2783154768186487
24,0.28027051982381157,0.2728044611383765,0.5,0.2790121359717935,0.5,0.27266809300268224,0.2774817815563575,0.5,0.5,0.27665058363197337,0.5,0.5,0.5,0.5,0.27499564989618713,0.5,0.27971053895169634,0.5,0.5,0.5
25,0.5,0.5,0.5,0.5,0.2729408974751874,0.5,0.5,0.2772044384694566,0.5,0.27706587089500223,0.5,0.27444620822121696,0.27444620822121696,0.5,0.5,0.2783154768186487,0.5,0.5,0.27499564989618713,0.27817635386387646
26,0.2812531853046489,0.5,0.5,0.5,0.2748581864399669,0.27239556119829267,0.27568399909891583,0.5,0.5,0.5,0.5,0.5,0.27527078308975234,0.2755461915541236,0.2748581864399669,0.5,0.5,0.5,0.5,0.27859393149960326
27,0.5,0.5,0.2773430753450219,0.27762055713814004,0.5,0.5,0.5,0.5,0.5,0.2754084528958806,0.5,0.27458346563682196,0.5,0.5,0.5,0.5,0.5,0.2774817815563575,0.5,0.5
28,0.2777594021250632,0.5,0.5,0.5,0.5,0.27185131450400596,0.2738978643314456,0.2760978353971936,0.27678894351087663,0.27362410337040804,0.5,0.2722593974614645,0.5,0.5,0.27458346563682196,0.27582187556470933,0.5,0.27706587089500223,0.5,0.2747207916982948
