Round,Client 1,Client 2,Client 3,Client 4,Client 5,Client 6,Client 7,Client 8,Client 9,Client 10,Client 11,Client 12,Client 13,Client 14,Client 15,Client 16,Client 17,Client 18,Client 19,Client 20
1,,0.584070796460177,0.29804372842347526,,0.14285714285714285,,,,,,,,,,,0.2591508052708638,,,,
2,0.8561320754716981,0.584070796460177,0.4085155350978136,,0.6753246753246753,,,,0.18384879725085912,0.3414965986394558,0.36962750716332377,,,0.7425569176882661,,0.2591508052708638,,0.04477611940298507,,
3,0.8561320754716981,0.584070796460177,0.4085155350978136,0.18562874251497005,0.6753246753246753,,,,0.18384879725085912,0.3414965986394558,0.36962750716332377,,0.7432712215320911,0.7425569176882661,,0.2591508052708638,,0.04477611940298507,,
4,0.8561320754716981,0.584070796460177,0.4085155350978136,0.18562874251497005,0.6753246753246753,,,,0.23195876288659795,0.6095238095238096,0.5253104106972302,,0.7122153209109731,0.7425569176882661,,0.2591508052708638,,0.04477611940298507,,
5,0.8561320754716981,0.584070796460177,0.4085155350978136,0.18562874251497005,0.7886658795749705,,,,0.23195876288659795,0.41768707482993195,0.5253104106972302,,0.7122153209109731,0.7425569176882661,,0.2591508052708638,,0.37100213219616207,,0.6455938697318008
6,0.8561320754716981,0.584070796460177,0.6777905638665133,0.18562874251497005,0.7886658795749705,,,,0.23195876288659795,0.41768707482993195,0.5157593123209169,,0.7122153209109731,0.7425569176882661,,0.2591508052708638,,0.15778251599147122,,0.6455938697318008
7,0.8561320754716981,0.584070796460177,0.6777905638665133,0.18562874251497005,0.7886658795749705,,,,0.23195876288659795,0.41768707482993195,0.5157593123209169,0.6507042253521127,0.5714285714285714,0.7425569176882661,,0.2591508052708638,,0.7398720682302772,,0.6455938697318008
8,0.8561320754716981,0.584070796460177,0.6777905638665133,0.18562874251497005,0.7886658795749705,0.8131212723658051,,0.8460111317254174,0.22336769759450173,0.41768707482993195,0.5759312320916905,0.6507042253521127,0.5714285714285714,0.7425569176882661,,0.2591508052708638,,0.7398720682302772,,0.7969348659003831
9,0.8867924528301887,0.584070796460177,0.6777905638665133,0.18562874251497005,0.7886658795749705,0.8131212723658051,,0.8552875695732839,0.22336769759450173,0.54421768707483,0.5759312320916905,0.6507042253521127,0.5714285714285714,0.7425569176882661,,0.2591508052708638,,0.7398720682302772,0.49019607843137253,0.8352490421455939
10,0.8867924528301887,0.584070796460177,0.6777905638665133,0.18562874251497005,0.7886658795749705,0.8131212723658051,,0.33766233766233766,0.7336769759450171,0.41904761904761906,0.5759312320916905,0.6507042253521127,0.5714285714285714,0.7425569176882661,,0.2591508052708638,,0.650319829424307,0.49019607843137253,0.8352490421455939
11,0.8867924528301887,0.584070796460177,0.6777905638665133,0.18562874251497005,0.8524203069657615,0.8131212723658051,,0.8552875695732839,0.7336769759450171,0.41904761904761906,0.5759312320916905,0.6507042253521127,0.5714285714285714,0.7425569176882661,,0.2591508052708638,,0.650319829424307,0.49019607843137253,0.8352490421455939
12,0.8867924528301887,0.6814159292035398,0.6777905638665133,0.18562874251497005,0.8524203069657615,0.8131212723658051,,0.8552875695732839,0.7336769759450171,0.5238095238095238,0.5759312320916905,0.6507042253521127,0.5714285714285714,0.7425569176882661,,0.2591508052708638,,0.650319829424307,0.49019607843137253,0.8352490421455939
13,0.8867924528301887,0.6814159292035398,0.4706559263521289,0.18562874251497005,0.8524203069657615,0.8131212723658051,,0.8552875695732839,0.7336769759450171,0.5238095238095238,0.5759312320916905,0.6507042253521127,0.5714285714285714,0.7320490367775832,,0.2591508052708638,,0.44989339019189767,0.6313725490196078,0.8352490421455939
14,0.7806603773584906,0.6814159292035398,0.6892980437284235,0.18562874251497005,0.8524203069657615,0.8131212723658051,0.7788671023965141,0.8552875695732839,0.7336769759450171,0.5238095238095238,0.5759312320916905,0.6507042253521127,0.5652173913043478,0.7320490367775832,,0.5666178623718887,,0.44989339019189767,0.5823529411764706,0.7528735632183908
15,0.7806603773584906,0.6814159292035398,0.6892980437284235,0.18562874251497005,0.8524203069657615,0.8131212723658051,0.7788671023965141,0.9090909090909091,0.7336769759450171,0.5238095238095238,0.5759312320916905,0.6507042253521127,0.5652173913043478,0.7320490367775832,,0.5666178623718887,,0.44989339019189767,0.5823529411764706,0.7528735632183908
16,0.7806603773584906,0.6814159292035398,0.6892980437284235,0.18562874251497005,0.6564344746162928,0.8449304174950298,0.7788671023965141,0.9090909090909091,0.3865979381443299,0.49387755102040815,0.5759312320916905,0.6507042253521127,0.7453416149068323,0.7320490367775832,,0.5666178623718887,,0.44989339019189767,0.5823529411764706,0.7528735632183908
17,0.8773584905660378,0.6814159292035398,0.6892980437284235,0.8233532934131736,0.6564344746162928,0.8449304174950298,0.7788671023965141,0.9016697588126159,0.3865979381443299,0.49387755102040815,0.5759312320916905,0.6507042253521127,0.7908902691511387,0.7320490367775832,,0.5666178623718887,,0.21748400852878466,0.5823529411764706,0.7528735632183908
18,0.8773584905660378,0.6814159292035398,0.6892980437284235,0.8233532934131736,0.6564344746162928,0.8449304174950298,0.7788671023965141,0.39332096474953615,0.3865979381443299,0.49387755102040815,0.5759312320916905,0.6507042253521127,0.7908902691511387,0.7320490367775832,,0.5666178623718887,,0.744136460554371,0.5823529411764706,0.7528735632183908
19,0.8773584905660378,0.6814159292035398,0.6892980437284235,0.8233532934131736,0.6564344746162928,0.8449304174950298,0.7788671023965141,0.39332096474953615,0.3865979381443299,0.49387755102040815,0.5759312320916905,0.8183098591549296,0.7908902691511387,0.7320490367775832,,0.5666178623718887,,0.744136460554371,0.5823529411764706,0.7528735632183908
20,0.8773584905660378,0.6814159292035398,0.6892980437284235,0.8233532934131736,0.6564344746162928,0.8449304174950298,0.7788671023965141,0.39332096474953615,0.3865979381443299,0.49387755102040815,0.6322827125119389,0.8183098591549296,0.8198757763975155,0.7320490367775832,,0.5666178623718887,,0.744136460554371,0.5823529411764706,0.7528735632183908
21,0.9339622641509434,0.6814159292035398,0.6075949367088608,0.8233532934131736,0.6564344746162928,0.8449304174950298,0.7788671023965141,0.9016697588126159,0.3951890034364261,0.49387755102040815,0.6322827125119389,0.8183098591549296,0.8198757763975155,0.7320490367775832,,0.5666178623718887,,0.744136460554371,0.5823529411764706,0.7528735632183908
22,0.9339622641509434,0.6814159292035398,0.6075949367088608,0.8233532934131736,0.6564344746162928,0.9184890656063618,0.7788671023965141,0.8831168831168831,0.3951890034364261,0.5850340136054422,0.6322827125119389,0.8183098591549296,0.8198757763975155,0.7320490367775832,,0.5666178623718887,,0.744136460554371,0.5823529411764706,0.8122605363984674
23,0.9339622641509434,0.6814159292035398,0.6075949367088608,0.8233532934131736,0.6564344746162928,0.9184890656063618,0.7788671023965141,0.8831168831168831,0.3951890034364261,0.5850340136054422,0.6322827125119389,0.8183098591549296,0.8178053830227743,0.7320490367775832,,0.5666178623718887,,0.744136460554371,0.5823529411764706,0.8122605363984674
24,0.9339622641509434,0.6814159292035398,0.7100115074798619,0.8233532934131736,0.6564344746162928,0.9184890656063618,0.7788671023965141,0.8831168831168831,0.506872852233677,0.6870748299319728,0.6322827125119389,0.543661971830986,0.8178053830227743,0.7320490367775832,0.8892988929889298,0.5666178623718887,,0.744136460554371,0.5823529411764706,0.8122605363984674
25,0.8938679245283019,0.6814159292035398,0.7100115074798619,0.8517964071856288,0.6564344746162928,0.9184890656063618,0.7788671023965141,0.8831168831168831,0.506872852233677,0.6870748299319728,0.7440305635148042,0.543661971830986,0.8178053830227743,0.8669001751313485,0.8892988929889298,0.5666178623718887,,0.744136460554371,0.5823529411764706,0.8122605363984674
26,0.8938679245283019,0.879646017699115,0.7100115074798619,0.8517964071856288,0.6564344746162928,0.9184890656063618,0.7788671023965141,0.8831168831168831,0.506872852233677,0.6870748299319728,0.7440305635148042,0.543661971830986,0.8530020703933747,0.8669001751313485,0.8892988929889298,0.5666178623718887,,0.744136460554371,0.5823529411764706,0.8122605363984674
27,0.8938679245283019,0.879646017699115,0.7100115074798619,0.8517964071856288,0.6564344746162928,0.9184890656063618,0.7788671023965141,0.8831168831168831,0.506872852233677,0.6870748299319728,0.7440305635148042,0.543661971830986,0.8530020703933747,0.8669001751313485,0.8892988929889298,0.5666178623718887,,0.24093816631130063,0.5823529411764706,0.8237547892720306
28,0.8938679245283019,0.6831858407079646,0.7031070195627158,0.8517964071856288,0.6564344746162928,0.9184890656063618,0.761437908496732,0.8831168831168831,0.506872852233677,0.6639455782312925,0.7440305635148042,0.543661971830986,0.8530020703933747,0.8669001751313485,0.8892988929889298,0.5666178623718887,,0.12366737739872068,0.5823529411764706,0.8237547892720306
29,0.8938679245283019,0.6831858407079646,0.7031070195627158,0.8517964071856288,0.6564344746162928,0.9184890656063618,0.8137254901960784,0.8831168831168831,0.506872852233677,0.7278911564625851,0.7440305635148042,0.543661971830986,0.7474120082815735,0.8669001751313485,0.8892988929889298,0.5666178623718887,,0.4690831556503198,0.5823529411764706,0.8237547892720306
30,0.8938679245283019,0.8814159292035398,0.7031070195627158,0.8517964071856288,0.8240850059031877,0.9184890656063618,0.6209150326797386,0.8831168831168831,0.5738831615120275,0.7278911564625851,0.7736389684813754,0.604225352112676,0.7474120082815735,0.8669001751313485,0.8892988929889298,0.5666178623718887,,0.39445628997867804,0.5823529411764706,0.8237547892720306
31,0.8938679245283019,0.8194690265486726,0.667433831990794,0.8517964071856288,0.8134592680047226,0.9184890656063618,0.6209150326797386,0.8998144712430427,0.5738831615120275,0.7278911564625851,0.7736389684813754,0.604225352112676,0.7474120082815735,0.8669001751313485,0.8892988929889298,0.5666178623718887,,0.26439232409381663,0.5823529411764706,0.8448275862068966
32,0.8938679245283019,0.8194690265486726,0.667433831990794,0.8517964071856288,0.8134592680047226,0.9184890656063618,0.6209150326797386,0.8998144712430427,0.5738831615120275,0.7278911564625851,0.8175740210124164,0.604225352112676,0.8260869565217391,0.8669001751313485,0.8892988929889298,0.5666178623718887,,0.26439232409381663,0.8450980392156863,0.8448275862068966
33,0.8938679245283019,0.8194690265486726,0.667433831990794,0.8517964071856288,0.8134592680047226,0.9184890656063618,0.6209150326797386,0.8998144712430427,0.5738831615120275,0.7278911564625851,0.8175740210124164,0.604225352112676,0.8260869565217391,0.8669001751313485,0.8892988929889298,0.5666178623718887,,0.814498933901919,0.8450980392156863,0.8448275862068966
